"","State","population","year"
"5451","VA",2419,1926
"5452","VA",2433,1927
"5453","VA",2435,1928
"5454","VA",2425,1929
"5455","VA",2427,1930
"5456","VA",2445,1931
"5457","VA",2452,1932
"5458","VA",2460,1933
"5459","VA",2485,1934
"5460","VA",2520,1935
"5461","VA",2552,1936
"5462","VA",2590,1937
"5463","VA",2638,1938
"5464","VA",2670,1939
"5465","VA",2720,1940
"5466","VA",2855,1941
"5467","VA",3038,1942
"5468","VA",3130,1943
"5469","VA",3248,1944
"5470","VA",3193,1945
"5471","VA",3212,1946
"5472","VA",3201,1947
"5473","VA",3207,1948
"5474","VA",3292,1949
"5475","VT",379,1950
"5476","VT",378,1951
"5477","VT",375,1952
"5478","VT",379,1953
"5479","VT",377,1954
"5480","VT",375,1955
"5481","VT",377,1956
"5482","VT",376,1957
"5483","VT",380,1958
"5484","VT",387,1959
"5485","VT",389,1960
"5486","VT",390,1961
"5487","VT",393,1962
"5488","VT",397,1963
"5489","VT",399,1964
"5490","VT",404,1965
"5491","VT",413,1966
"5492","VT",423,1967
"5493","VT",430,1968
"5494","VT",437,1969
"5495","VT",444.732,1970
"5496","VT",454.318,1971
"5497","VT",463.143,1972
"5498","VT",468.43,1973
"5499","VT",473.002,1974
"5500","VT",479.713,1975
"5501","VT",484.928,1976
"5502","VT",491.931,1977
"5503","VT",498.109,1978
"5504","VT",505.372,1979
"5505","VT",512.524,1980
"5506","VT",515.594,1981
"5507","VT",519.109,1982
"5508","VT",523.302,1983
"5509","VT",526.66,1984
"5510","VT",530.035,1985
"5511","VT",534.066,1986
"5512","VT",540.267,1987
"5513","VT",549.763,1988
"5514","VT",557.707,1989
"5515","VT",564.526,1990
"5516","VT",567.141,1991
"5517","VT",570.115,1992
"5518","VT",574.004,1993
"5519","VT",578.9,1994
"5520","VT",582.827,1995
"5521","VT",586.352,1996
"5522","VT",588.665,1997
"5523","VT",590.579,1998
"5524","VT",593.74,1999
"5525","VT",609.618,2000
"5526","VT",612.223,2001
"5527","VT",615.442,2002
"5528","VT",617.858,2003
"5529","VT",619.92,2004
"5530","VT",621.215,2005
"5531","VT",622.892,2006
"5532","VT",623.481,2007
"5533","VT",624.151,2008
"5534","VT",624.817,2009
"5535","VT",625.88,2010
"5536","VT",626.979,2011
"5537","VT",626.063,2012
"5538","VT",626.212,2013
"5539","VT",625.218,2014
"5540","VT",625.197,2015
"5541","VT",623.644,2016
"5542","VT",624.525,2017
"5543","VT",626.299,2018
"5544","VT",344,1900
"5545","VT",347,1901
"5546","VT",349,1902
"5547","VT",350,1903
"5548","VT",353,1904
"5549","VT",354,1905
"5550","VT",355,1906
"5551","VT",355,1907
"5552","VT",354,1908
"5553","VT",356,1909
"5554","VT",357,1910
"5555","VT",358,1911
"5556","VT",359,1912
"5557","VT",361,1913
"5558","VT",362,1914
"5559","VT",360,1915
"5560","VT",360,1916
"5561","VT",372,1917
"5562","VT",352,1918
"5563","VT",352,1919
"5564","VT",353,1920
"5565","VT",355,1921
"5566","VT",354,1922
"5567","VT",354,1923
"5568","VT",355,1924
"5569","VT",355,1925
"5570","VT",356,1926
"5571","VT",357,1927
"5572","VT",358,1928
"5573","VT",359,1929
"5574","VT",360,1930
"5575","VT",359,1931
"5576","VT",358,1932
"5577","VT",357,1933
"5578","VT",357,1934
"5579","VT",357,1935
"5580","VT",357,1936
"5581","VT",356,1937
"5582","VT",356,1938
"5583","VT",358,1939
"5584","VT",363,1940
"5585","VT",348,1941
"5586","VT",343,1942
"5587","VT",327,1943
"5588","VT",314,1944
"5589","VT",315,1945
"5590","VT",342,1946
"5591","VT",354,1947
"5592","VT",359,1948
"5593","VT",369,1949
"5594","WA",2387,1950
"5595","WA",2424,1951
"5596","WA",2448,1952
"5597","WA",2466,1953
"5598","WA",2516,1954
"5599","WA",2604,1955
"5600","WA",2668,1956
"5601","WA",2724,1957
"5602","WA",2773,1958
"5603","WA",2821,1959
"5604","WA",2855,1960
"5605","WA",2882,1961
"5606","WA",2942,1962
"5607","WA",2955,1963
"5608","WA",2961,1964
"5609","WA",2967,1965
"5610","WA",3057,1966
"5611","WA",3174,1967
"5612","WA",3270,1968
"5613","WA",3343,1969
"5614","WA",3413.244,1970
"5615","WA",3447.553,1971
"5616","WA",3447.885,1972
"5617","WA",3478.782,1973
"5618","WA",3549.946,1974
"5619","WA",3621.339,1975
"5620","WA",3693.61,1976
"5621","WA",3776.05,1977
"5622","WA",3889.073,1978
"5623","WA",4017.632,1979
"5624","WA",4154.678,1980
"5625","WA",4235.731,1981
"5626","WA",4276.552,1982
"5627","WA",4300.266,1983
"5628","WA",4343.656,1984
"5629","WA",4400.098,1985
"5630","WA",4452.72,1986
"5631","WA",4531.901,1987
"5632","WA",4639.893,1988
"5633","WA",4746.316,1989
"5634","WA",4900.78,1990
"5635","WA",5013.443,1991
"5636","WA",5139.011,1992
"5637","WA",5247.704,1993
"5638","WA",5334.896,1994
"5639","WA",5431.024,1995
"5640","WA",5509.963,1996
"5641","WA",5604.105,1997
"5642","WA",5687.832,1998
"5643","WA",5756.361,1999
"5644","WA",5910.512,2000
"5645","WA",5985.722,2001
"5646","WA",6052.349,2002
"5647","WA",6104.115,2003
"5648","WA",6178.645,2004
"5649","WA",6257.305,2005
"5650","WA",6370.753,2006
"5651","WA",6461.587,2007
"5652","WA",6562.231,2008
"5653","WA",6667.426,2009
"5654","WA",6742.902,2010
"5655","WA",6821.655,2011
"5656","WA",6892.876,2012
"5657","WA",6962.906,2013
"5658","WA",7052.439,2014
"5659","WA",7163.543,2015
"5660","WA",7294.68,2016
"5661","WA",7425.432,2017
"5662","WA",7535.591,2018
"5663","WA",523,1900
"5664","WA",583,1901
"5665","WA",651,1902
"5666","WA",719,1903
"5667","WA",782,1904
"5668","WA",842,1905
"5669","WA",904,1906
"5670","WA",967,1907
"5671","WA",1028,1908
"5672","WA",1091,1909
"5673","WA",1148,1910
"5674","WA",1167,1911
"5675","WA",1184,1912
"5676","WA",1209,1913
"5677","WA",1231,1914
"5678","WA",1239,1915
"5679","WA",1255,1916
"5680","WA",1287,1917
"5681","WA",1341,1918
"5682","WA",1333,1919
"5683","WA",1373,1920
"5684","WA",1405,1921
"5685","WA",1415,1922
"5686","WA",1433,1923
"5687","WA",1467,1924
"5688","WA",1494,1925
"5689","WA",1516,1926
"5690","WA",1538,1927
"5691","WA",1551,1928
"5692","WA",1555,1929
"5693","WA",1568,1930
"5694","WA",1581,1931
"5695","WA",1584,1932
"5696","WA",1592,1933
"5697","WA",1610,1934
"5698","WA",1629,1935
"5699","WA",1653,1936
"5700","WA",1681,1937
"5701","WA",1698,1938
"5702","WA",1715,1939
"5703","WA",1740,1940
"5704","WA",1789,1941
"5705","WA",1901,1942
"5706","WA",2027,1943
"5707","WA",2092,1944
"5708","WA",2206,1945
"5709","WA",2288,1946
"5710","WA",2211,1947
"5711","WA",2255,1948
"5712","WA",2294,1949
"5713","WI",3438,1950
"5714","WI",3439,1951
"5715","WI",3469,1952
"5716","WI",3506,1953
"5717","WI",3608,1954
"5718","WI",3679,1955
"5719","WI",3742,1956
"5720","WI",3791,1957
"5721","WI",3843,1958
"5722","WI",3891,1959
"5723","WI",3962,1960
"5724","WI",4009,1961
"5725","WI",4049,1962
"5726","WI",4112,1963
"5727","WI",4165,1964
"5728","WI",4232,1965
"5729","WI",4274,1966
"5730","WI",4303,1967
"5731","WI",4345,1968
"5732","WI",4378,1969
"5733","WI",4417.821,1970
"5734","WI",4462.155,1971
"5735","WI",4502.412,1972
"5736","WI",4524.244,1973
"5737","WI",4545.782,1974
"5738","WI",4578.986,1975
"5739","WI",4595.904,1976
"5740","WI",4626.514,1977
"5741","WI",4646.108,1978
"5742","WI",4682.811,1979
"5743","WI",4712.045,1980
"5744","WI",4726.343,1981
"5745","WI",4728.87,1982
"5746","WI",4721.438,1983
"5747","WI",4735.563,1984
"5748","WI",4747.767,1985
"5749","WI",4755.618,1986
"5750","WI",4777.919,1987
"5751","WI",4822.388,1988
"5752","WI",4856.574,1989
"5753","WI",4902.265,1990
"5754","WI",4952.675,1991
"5755","WI",5004.636,1992
"5756","WI",5055.318,1993
"5757","WI",5095.504,1994
"5758","WI",5137.004,1995
"5759","WI",5173.828,1996
"5760","WI",5200.235,1997
"5761","WI",5222.124,1998
"5762","WI",5250.446,1999
"5763","WI",5373.999,2000
"5764","WI",5406.835,2001
"5765","WI",5445.162,2002
"5766","WI",5479.203,2003
"5767","WI",5514.026,2004
"5768","WI",5546.166,2005
"5769","WI",5577.655,2006
"5770","WI",5610.775,2007
"5771","WI",5640.996,2008
"5772","WI",5669.264,2009
"5773","WI",5690.479,2010
"5774","WI",5704.755,2011
"5775","WI",5719.855,2012
"5776","WI",5736.952,2013
"5777","WI",5751.974,2014
"5778","WI",5761.406,2015
"5779","WI",5772.958,2016
"5780","WI",5792.051,2017
"5781","WI",5813.568,2018
"5782","WI",2072,1900
"5783","WI",2109,1901
"5784","WI",2141,1902
"5785","WI",2171,1903
"5786","WI",2202,1904
"5787","WI",2231,1905
"5788","WI",2250,1906
"5789","WI",2268,1907
"5790","WI",2292,1908
"5791","WI",2317,1909
"5792","WI",2345,1910
"5793","WI",2369,1911
"5794","WI",2407,1912
"5795","WI",2438,1913
"5796","WI",2490,1914
"5797","WI",2535,1915
"5798","WI",2562,1916
"5799","WI",2587,1917
"5800","WI",2597,1918
"5801","WI",2600,1919
"5802","WI",2679,1920
"5803","WI",2722,1921
"5804","WI",2761,1922
"5805","WI",2803,1923
"5806","WI",2833,1924
"5807","WI",2863,1925
"5808","WI",2892,1926
"5809","WI",2916,1927
"5810","WI",2923,1928
"5811","WI",2934,1929
"5812","WI",2950,1930
"5813","WI",2990,1931
"5814","WI",3021,1932
"5815","WI",3040,1933
"5816","WI",3054,1934
"5817","WI",3070,1935
"5818","WI",3082,1936
"5819","WI",3088,1937
"5820","WI",3098,1938
"5821","WI",3121,1939
"5822","WI",3143,1940
"5823","WI",3140,1941
"5824","WI",3053,1942
"5825","WI",3014,1943
"5826","WI",2980,1944
"5827","WI",2961,1945
"5828","WI",3167,1946
"5829","WI",3250,1947
"5830","WI",3314,1948
"5831","WI",3391,1949
"5832","WV",2006,1950
"5833","WV",1984,1951
"5834","WV",1957,1952
"5835","WV",1929,1953
"5836","WV",1905,1954
"5837","WV",1880,1955
"5838","WV",1857,1956
"5839","WV",1843,1957
"5840","WV",1845,1958
"5841","WV",1855,1959
"5842","WV",1853,1960
"5843","WV",1828,1961
"5844","WV",1809,1962
"5845","WV",1796,1963
"5846","WV",1797,1964
"5847","WV",1786,1965
"5848","WV",1775,1966
"5849","WV",1769,1967
"5850","WV",1763,1968
"5851","WV",1746,1969
"5852","WV",1744.237,1970
"5853","WV",1770.657,1971
"5854","WV",1797.648,1972
"5855","WV",1806.36,1973
"5856","WV",1815.447,1974
"5857","WV",1842.25,1975
"5858","WV",1879.503,1976
"5859","WV",1908.088,1977
"5860","WV",1923.395,1978
"5861","WV",1942.146,1979
"5862","WV",1951.349,1980
"5863","WV",1954.124,1981
"5864","WV",1949.604,1982
"5865","WV",1945.061,1983
"5866","WV",1927.697,1984
"5867","WV",1906.831,1985
"5868","WV",1882.35,1986
"5869","WV",1857.585,1987
"5870","WV",1830.215,1988
"5871","WV",1806.568,1989
"5872","WV",1792.481,1990
"5873","WV",1798.212,1991
"5874","WV",1805.462,1992
"5875","WV",1816.179,1993
"5876","WV",1818.49,1994
"5877","WV",1820.56,1995
"5878","WV",1818.983,1996
"5879","WV",1815.588,1997
"5880","WV",1811.688,1998
"5881","WV",1806.928,1999
"5882","WV",1807.021,2000
"5883","WV",1801.481,2001
"5884","WV",1805.414,2002
"5885","WV",1812.295,2003
"5886","WV",1816.438,2004
"5887","WV",1820.492,2005
"5888","WV",1827.912,2006
"5889","WV",1834.052,2007
"5890","WV",1840.31,2008
"5891","WV",1847.775,2009
"5892","WV",1854.214,2010
"5893","WV",1856.074,2011
"5894","WV",1856.764,2012
"5895","WV",1853.873,2013
"5896","WV",1849.467,2014
"5897","WV",1841.996,2015
"5898","WV",1830.929,2016
"5899","WV",1817.048,2017
"5900","WV",1805.832,2018
"5901","WV",959,1900
"5902","WV",972,1901
"5903","WV",1000,1902
"5904","WV",1037,1903
"5905","WV",1064,1904
"5906","WV",1094,1905
"5907","WV",1122,1906
"5908","WV",1149,1907
"5909","WV",1174,1908
"5910","WV",1203,1909
"5911","WV",1231,1910
"5912","WV",1266,1911
"5913","WV",1291,1912
"5914","WV",1317,1913
"5915","WV",1362,1914
"5916","WV",1387,1915
"5917","WV",1414,1916
"5918","WV",1439,1917
"5919","WV",1438,1918
"5920","WV",1464,1919
"5921","WV",1470,1920
"5922","WV",1485,1921
"5923","WV",1498,1922
"5924","WV",1526,1923
"5925","WV",1577,1924
"5926","WV",1593,1925
"5927","WV",1623,1926
"5928","WV",1671,1927
"5929","WV",1696,1928
"5930","WV",1717,1929
"5931","WV",1733,1930
"5932","WV",1740,1931
"5933","WV",1747,1932
"5934","WV",1752,1933
"5935","WV",1771,1934
"5936","WV",1794,1935
"5937","WV",1808,1936
"5938","WV",1813,1937
"5939","WV",1828,1938
"5940","WV",1868,1939
"5941","WV",1907,1940
"5942","WV",1885,1941
"5943","WV",1831,1942
"5944","WV",1741,1943
"5945","WV",1706,1944
"5946","WV",1708,1945
"5947","WV",1826,1946
"5948","WV",1883,1947
"5949","WV",1899,1948
"5950","WV",1930,1949
"5951","WY",290,1950
"5952","WY",291,1951
"5953","WY",293,1952
"5954","WY",290,1953
"5955","WY",293,1954
"5956","WY",307,1955
"5957","WY",312,1956
"5958","WY",314,1957
"5959","WY",315,1958
"5960","WY",320,1959
"5961","WY",331,1960
"5962","WY",337,1961
"5963","WY",333,1962
"5964","WY",336,1963
"5965","WY",339,1964
"5966","WY",332,1965
"5967","WY",323,1966
"5968","WY",322,1967
"5969","WY",324,1968
"5970","WY",329,1969
"5971","WY",332.416,1970
"5972","WY",340.285,1971
"5973","WY",347.345,1972
"5974","WY",354.061,1973
"5975","WY",365.501,1974
"5976","WY",381.695,1975
"5977","WY",396.952,1976
"5978","WY",413.354,1977
"5979","WY",432.88,1978
"5980","WY",454.378,1979
"5981","WY",474.185,1980
"5982","WY",491.712,1981
"5983","WY",506.4,1982
"5984","WY",510.345,1983
"5985","WY",504.896,1984
"5986","WY",499.695,1985
"5987","WY",495.633,1986
"5988","WY",476.965,1987
"5989","WY",465.101,1988
"5990","WY",458.374,1989
"5991","WY",453.401,1990
"5992","WY",457.739,1991
"5993","WY",463.491,1992
"5994","WY",469.033,1993
"5995","WY",474.982,1994
"5996","WY",478.447,1995
"5997","WY",480.085,1996
"5998","WY",480.031,1997
"5999","WY",480.045,1998
"6000","WY",479.602,1999
"6001","WY",494.3,2000
"6002","WY",494.657,2001
"6003","WY",500.017,2002
"6004","WY",503.453,2003
"6005","WY",509.106,2004
"6006","WY",514.157,2005
"6007","WY",522.667,2006
"6008","WY",534.876,2007
"6009","WY",546.043,2008
"6010","WY",559.851,2009
"6011","WY",564.483,2010
"6012","WY",567.224,2011
"6013","WY",576.27,2012
"6014","WY",582.123,2013
"6015","WY",582.548,2014
"6016","WY",585.668,2015
"6017","WY",584.29,2016
"6018","WY",578.934,2017
"6019","WY",577.737,2018
"6020","WY",93,1900
"6021","WY",100,1901
"6022","WY",105,1902
"6023","WY",108,1903
"6024","WY",111,1904
"6025","WY",114,1905
"6026","WY",118,1906
"6027","WY",125,1907
"6028","WY",133,1908
"6029","WY",141,1909
"6030","WY",147,1910
"6031","WY",150,1911
"6032","WY",153,1912
"6033","WY",157,1913
"6034","WY",163,1914
"6035","WY",167,1915
"6036","WY",174,1916
"6037","WY",186,1917
"6038","WY",181,1918
"6039","WY",191,1919
"6040","WY",197,1920
"6041","WY",203,1921
"6042","WY",208,1922
"6043","WY",211,1923
"6044","WY",215,1924
"6045","WY",216,1925
"6046","WY",217,1926
"6047","WY",219,1927
"6048","WY",220,1928
"6049","WY",223,1929
"6050","WY",226,1930
"6051","WY",229,1931
"6052","WY",230,1932
"6053","WY",230,1933
"6054","WY",233,1934
"6055","WY",237,1935
"6056","WY",240,1936
"6057","WY",243,1937
"6058","WY",246,1938
"6059","WY",248,1939
"6060","WY",250,1940
"6061","WY",247,1941
"6062","WY",251,1942
"6063","WY",247,1943
"6064","WY",242,1944
"6065","WY",239,1945
"6066","WY",254,1946
"6067","WY",258,1947
"6068","WY",269,1948
"6069","WY",277,1949
